"Self_agent","Self","Other_agent","Other","trial","Feedback_Self","agent"
"bias_detector_agent",1,"wsls_agent",0,62,0,4
"bias_detector_agent",1,"wsls_agent",0,63,0,4
"bias_detector_agent",0,"wsls_agent",1,64,0,4
"bias_detector_agent",1,"wsls_agent",1,65,1,4
"bias_detector_agent",1,"wsls_agent",1,66,1,4
"bias_detector_agent",1,"wsls_agent",1,67,1,4
"bias_detector_agent",1,"wsls_agent",0,68,0,4
"bias_detector_agent",1,"wsls_agent",1,69,1,4
"bias_detector_agent",1,"wsls_agent",0,70,0,4
"bias_detector_agent",1,"wsls_agent",1,71,1,4
"bias_detector_agent",1,"wsls_agent",0,72,0,4
"bias_detector_agent",1,"wsls_agent",1,73,1,4
"bias_detector_agent",1,"wsls_agent",0,74,0,4
"bias_detector_agent",1,"wsls_agent",1,75,1,4
"bias_detector_agent",1,"wsls_agent",0,76,0,4
"bias_detector_agent",1,"wsls_agent",1,77,1,4
"bias_detector_agent",1,"wsls_agent",0,78,0,4
"bias_detector_agent",1,"wsls_agent",1,79,1,4
"bias_detector_agent",1,"wsls_agent",0,80,0,4
"bias_detector_agent",1,"wsls_agent",1,81,1,4
"bias_detector_agent",1,"wsls_agent",0,82,0,4
"bias_detector_agent",1,"wsls_agent",1,83,1,4
"bias_detector_agent",1,"wsls_agent",0,84,0,4
"bias_detector_agent",1,"wsls_agent",1,85,1,4
"bias_detector_agent",1,"wsls_agent",0,86,0,4
"bias_detector_agent",1,"wsls_agent",1,87,1,4
"bias_detector_agent",1,"wsls_agent",0,88,0,4
"bias_detector_agent",1,"wsls_agent",1,89,1,4
"bias_detector_agent",1,"wsls_agent",0,90,0,4
"bias_detector_agent",1,"wsls_agent",1,91,1,4
"bias_detector_agent",1,"wsls_agent",1,92,1,4
"bias_detector_agent",1,"wsls_agent",0,93,0,4
"bias_detector_agent",1,"wsls_agent",1,94,1,4
"bias_detector_agent",1,"wsls_agent",0,95,0,4
"bias_detector_agent",1,"wsls_agent",1,96,1,4
"bias_detector_agent",1,"wsls_agent",0,97,0,4
"bias_detector_agent",1,"wsls_agent",1,98,1,4
"bias_detector_agent",1,"wsls_agent",0,99,0,4
"bias_detector_agent",1,"wsls_agent",1,100,1,4
